Prompt,Response,Answer,Similarity
झारखंड का कोडरमा-गया-हजारीबाग क्षेत्र किस खनिज का प्रमुख उत्पादक है?,"झारखंड का कोडरमा-गया-हजारीबाग क्षेत्र भारत के एक प्रमुख कोल्फ़ क्षेत्र है, जहां कई खनिज क्षेत्र हैं। इस क्षेत्र में मैग्नीशियम, कैल्शियम, टाइटेनियम, मैंगनीज, और अन्य महत्वपूर्ण खनिजों की खपत होती है।

कोडरमा-गया-हजारीबाग क्षेत्र में मैग्नीशियम एक प्रमुख उत्पादक क्षेत्र है, जो सोनाली मैग्नीश", अभ्रक,0.52810585
 भारत का सबसे पुराना तेल उत्पादक राज्य कौन सा है?,भारत का सबसे पुराना तेल उत्पादक राज्य मध्य प्रदेश है।, असम,0.5988623
 भारत का सबसे समृद्ध खनिज क्षेत्र ……………… है।,भारत का सबसे समृद्ध खनिज क्षेत्र सोना है।, प्रायद्वीपीय पठार,0.85270786
 शिराओं और परतों से कौन से खनिज प्राप्त होते हैं?,"शिराओं और परतों से प्राप्त होने वाले खनिजों में कैल्शियम, फॉस्फोरस, मैग्नीशियम, पोटैशियम, सोडियम, सेल्यूम, क्रोमियम, मैग्नीशियम, मैग्नीशियम, मैग्नीशियम, मैग्नीशियम, मैग्नीशियम, मैग्नीशियम, मैग्नीशियम, मैग्नीशियम, मैग्नीशियम, मैग्नीशियम, मैग्नीशियम, मैग्नीशियम, मैग्नीशियम, मैग्नीशियम, मैग्नीश","टिन, तांबा, जस्ता और सीसा आदि प्रमुख धात्विक खनिज शिराओं और परतों से प्राप्त होते हैं।",0.88399124
चिपको आंदोलन का उद्देश्य क्या था?,चिपको आंदोलन एक प्राचीन भारतीय आंदोलन था जिसका उद्देश्य ब्रिटिश शासन के खिलाफ था। यह आंदोलन 1857 में शुरू हुआ था और इसका मुख्य उद्देश्य भारतीयों को ब्रिटिश शासन से मुक्ति दिलाना था।, वन संरक्षण,0.65217316
 किस वन्यजीव संरक्षण अधिनियम में पहली बार पौधों की संरक्षित प्रजातियों की सूची शामिल की गई है?,किसी वन्यजीव संरक्षण अधिनियम में पौधों की संरक्षित प्रजातियों की सूची शामिल नहीं है।, वन्यजीव संरक्षण अधिनियम 1972,0.84828824
 कौन सी मिट्टी तीव्र निक्षालन से बनती है,तीव्र निक्षालन एक प्रक्रिया है जिसमें मिट्टी को छीलकर उसकी सतह पर कुछ अंतराल बनाकर उसे नए आकार में बदलने की कोशिश की जाती है। इसमें मिट्टी के गहरे हिस्सों को छीलकर उसे हल्के हिस्सों में तोड़कर एक नए आकार में बदलने की कोशिश की जाती है। तीव्र निक्षालन के दौरान मिट्टी की सतह पर विभिन्न प्रकार के अंतराल, लैटेराइट मिट्टी,0.6325879
 औद्योगिक क्षेत्र को किस आधार पर सार्वजनिक और निजी क्षेत्र में वर्गीकृत किया जाता है?,"औद्योगिक क्षेत्र को सार्वजनिक और निजी क्षेत्र में वर्गीकृत करने के लिए कई आधार हो सकते हैं। यहाँ कुछ सामान्य आधार दिए गए हैं:

सार्वजनिक क्षेत्र:

* सरकार द्वारा संचालित और नियंत्रित किए जाने वाले औद्योगिक क्षेत्र, जैसे कि राज्य उत्पादन, सेवाओं, और संसाधनों का उत्पादन।
* सार्वजनिक स्वास्थ्य और शिक्षा", उद्यमों का स्वामित्व,0.76352817
 किस शहर को भारत का मैनचेस्टर कहा जाता है?,"मैनचेस्टर (Manchester) भारत का मैनचेस्टर है, जो इंग्लैंड के उत्तरी मैदानों में स्थित एक महत्वपूर्ण शहर है।", अहमदाबाद,0.67896837
 भारत में प्रति व्यक्ति इस्पात की खपत है,"भारत में प्रति व्यक्ति इस्पात की खपत एक महत्वपूर्ण मुद्दा है, जो विभिन्न कारकों से प्रभावित है। यहाँ कुछ जानकारी दी गई है:

*   **भारत में इस्पात की मांग**: भारत एक बड़ा इस्पात उत्पादक देश है, और इसकी इस्पात की मांग पूरी तरह से विकासशील देशों में अधिक होती है, जैसे कि अफ्रीका, मध्य पूर्व, और दक्षिण अमेरिका म", वर्ष 2022-23 के दौरान देश में इस्पात की खपत 119.89 मीट्रिक टन और प्रति व्यक्ति इस्पात खपत 86.7 किलोग्राम थी।,0.7896881
 सिंधु और गंगा नदियाँ कहाँ से निकलती हैं?,"सिंधु और गंगा नदियाँ दोनों ही भारत की प्रमुख नदियाँ हैं, और उनकी उत्पत्ति और स्रोत विभिन्न हैं। 

सिंधु नदी उत्तराखंड की सीमा पर स्थित है, और वहाँ से शुरू होती है। वहाँ से वे उत्तराखंड के पहाड़ी क्षेत्रों में बहती हैं और बांधवनी नदी से मिलती हैं। बांधवनी नदी उत्तराखंड की सीमा पर स्थित है और वहाँ स"," गंगा की मुख्य धारा जिसे 'भागीरथी' कहा जाता है, गंगोत्री ग्लेशियर से मिलती है और उत्तरांचल के देवप्रयाग में अलकनंदा से मिलती है। हरिद्वार में गंगा पहाड़ों से निकलकर मैदानों में आती है। सिंधु नदी बाल्टिस्तान और गिलगित से होकर बहती है और अटक में पहाड़ों से निकलती है।",0.9597481
 कौन सी दो प्रायद्वीपीय नदियाँ गर्त से होकर बहती हैं?,"गर्त नदी भारत और पाकिस्तान की सीमा पर स्थित हैं, जो दो प्रायद्वीपीय नदियाँ हैं।","नर्मदा और तापी दो प्रायद्वीपीय नदियाँ हैं, जो इस गर्त से होकर बहती हैं।",0.9505122
 आज के कौन से महाद्वीप गोंडवाना भूमि का हिस्सा थे?,"गोंडवाना महाद्वीप पूर्वी भारत का एक महाद्वीप है, जो वर्तमान में भारत के उत्तर प्रदेश, महाराष्ट्र, गुजरात और गोवा राज्यों में फैला हुआ है। यह महाद्वीप प्राचीन काल से ही भारतीय इतिहास में महत्वपूर्ण स्थान रखता है और इसकी संस्कृति, धर्म, और परंपराओं के लिए प्रसिद्ध है।"," सबसे पुराना भूभाग (प्रायद्वीप भाग) गोंडवाना भूमि का हिस्सा था। गोंडवाना भूमि में भारत, ऑस्ट्रेलिया, दक्षिण अफ्रीका और दक्षिण अमेरिका एक ही भूभाग के रूप में शामिल थे।",0.9399754
 कौन से दो देश सबसे लंबी अंतर्राष्ट्रीय सीमा साझा करते हैं?,"दो देश जिनकी अंतर्राष्ट्रीय सीमा साझा करते हैं, वह हैं:

1.  पाकिस्तान और भारत", कनाडा और अमेरिका,0.7965168
 विश्व का सबसे घनी आबादी वाला शहर कौन सा है?,"विश्व का सबसे घनी आबादी वाला शहर मुंबई, भारत है।"," मनीला, फिलिप्पीन्स",0.7830921
निम्नलिखित में से कौन सा राज्य भारत में कॉफ़ी का सबसे बड़ा उत्पादक है?,उत्तर: केरल, कर्नाटक,0.86054516
 सिरोही प्वाइंट पृथ्वी पर कहां स्थित है?,"सिरोही प्वाइंट पृथ्वी के उत्तरी ध्रुव से लगभग 300 किमी उत्तर-दक्षिणी दिशा में स्थित एक छोटा सा देश है, जो बेल्जियम के क्षेत्र में स्थित है। यह एक कस्बा है और इसकी राजधानी कार्डिफ है।", अंटार्कटिका,0.6936429
 भारत की सबसे बड़ी अंतर्देशीय खारी आर्द्रभूमि प्रणाली किस राज्य में स्थित है?,भारत की सबसे बड़ी अंतर्देशीय खारी आर्द्रभूमि प्रणाली जम्मू और कश्मीर में स्थित है।, राजस्थान,0.6807384
भारत के कुल क्षेत्रफल के कितने प्रतिशत भाग पर गंगा नदी का कब्जा है?,भारत कुल कुल क्षेत्रफल का 2.97% पर गंगा नदी का कब्जा है।,26.30%,0.13649292
 अलकनंदा नदी किस ग्लेशियर से निकलती है?,अलकनंदा नदी गंगा नदी का एक प्रमुख छोटा सहायक गंगा नदी का स्रोत है। यह मथुरा और प्रयाग में स्थित है।, सतोपंथ ग्लेशियर,0.73445636
 कौन सी नदी वुलर झील को पानी देती है?,"वुलर झील की पानी की वापसी नदी हिमालय प्रायद्वीप की चोटियों से आती है, जो हिमाचल प्रदेश के जिले में स्थित हैं।", झेलम,0.3480742
 व्हीलर द्वीप किस द्वीप का पूर्व नाम था?,"व्हीलर द्वीप का पूर्व नाम डेनिश ""विकिंग"" था।", व्हीलर द्वीप का पुराना नाम अब्दुल कलाम द्वीप था। यह ओडिशा के तट पर स्थित है। रक्षा अनुसंधान एवं विकास संगठन (DRDO) का एकीकृत परीक्षण रेंज इसी द्वीप पर स्थित है।,0.8831222
वह एकमात्र अभयारण्य कौन सा है जहाँ कश्मीरी हरिण पाया जाता है?,"कश्मीरी हरिण को सिक्किम राज्य, भारत के केंद्रीय क्षेत्र में पाया जाता है।", दाचीगाम राष्ट्रीय उद्यान एकमात्र अभयारण्य है जहाँ कश्मीरी हिरण पाया जाता है। यह कश्मीर में स्थित है।,0.9454581
 भारत में बायोस्फीयर रिजर्व कार्यक्रम किस वर्ष शुरू किया गया था?,भारत में बायोस्फीयर रिजर्व कार्यक्रम 1986 में शुरू किया गया था।, भारत में बायोस्फीयर रिजर्व कार्यक्रम वर्ष 1986 में शुरू किया गया था। भारत में कुल 18 बायोस्फीयर रिजर्व हैं।,0.9566832
 जीवाश्म सामान्यतः किस प्रकार की चट्टान में पाए जाते हैं?,"जीवाश्म सामान्यतः कश्मीरी चट्टान, नीम चट्टान, क्रिस्टल चट्टान, निम्न-स्तरीय चट्टान, मिट्टी से बने चट्टान, पवित्र चट्टान और पुराने पुराने चट्टान में पाए जाते हैं।"," जीवाश्म आमतौर पर तलछटी चट्टानों में बनते हैं। जब कोई जीव मर जाता है और तलछट में दब जाता है, तो ये तलछट अंततः तलछटी चट्टान में कठोर हो जाते हैं और जीव जीवाश्म के रूप में संरक्षित रहता है। इस प्रक्रिया को जीवाश्मीकरण कहा जाता है। आग्नेय और कायांतरित चट्टानें गर्मी या दबाव से बनती हैं और ये जीवाश्मों के नष्ट होने की सम्भावना है।",0.92444795
“मेडिसिन लाइन” अक्षांश वृत्त का दूसरा नाम है?,मेडिसिन लाइन का दूसरा नाम वृत्त है।," 49वीं समानांतर रेखा को मेडिसिन लाइन का उपनाम दिया गया था क्योंकि 1800 के दशक में अभियानों के दौरान अमेरिकी सैनिकों को इसे पार करने से रोकने की इसकी जादुई क्षमता थी। 49वीं समानांतर रेखा यूरोप, एशिया, प्रशांत महासागर, उत्तरी अमेरिका और अटलांटिक महासागर को पार करती है।",0.78917325
"चिनाब नदी जिसे चंद्रभागा के नाम से भी जाना जाता है, किस स्थान के निकट चंद्रा और भागा नदियों के विलय से बनती है?",चिनाब नदी चंद्रभागा के निकट चंद्रा नदी और भागा नदी के विलय से बनती है।," चिनाब नदी, जिसे चंद्रभागा नदी के नाम से भी जाना जाता है, हिमाचल प्रदेश के लाहौल स्पीति जिले के तांडी में चंद्रा और भागा नदियों के मिलने से बनती है। चंद्रा और भागा नदियाँ 4,891 मीटर की ऊँचाई पर बारालाचा दर्रे के विपरीत किनारों से निकलती हैं। वे 2,286 मीटर की ऊँचाई पर तांडी में मिलती हैं।",0.93355155
 किस ग्रह की दिन की लंबाई और अक्ष का झुकाव पृथ्वी के लगभग समान है?,"पृथ्वी के अक्ष का झुकाव लगभग 23.5° पर है, और दिन की लंबाई लगभग 360° है।", मंगल ग्रह,0.7139753
विश्व का सबसे बड़ा द्वीप देश कौन सा है?,विश्व का सबसे बड़ा द्वीप देश सिंगापुर है।," इंडोनेशिया दुनिया का सबसे बड़ा द्वीप देश है क्योंकि इसका क्षेत्रफल 1,904,569 वर्ग किलोमीटर है और इसमें 18,307 से ज़्यादा द्वीप शामिल हैं। यह दुनिया का सबसे ज़्यादा आबादी वाला द्वीप देश भी है।",0.8757644
 किसी बड़ी नदी की सहायक नदी वाली घाटियों को क्या कहते हैं?,घाटियाँ,पार्श्व घाटी एक बड़ी नदी की सहायक नदी वाली घाटी है। ये पहाड़ों के पास उच्च क्रम की घाटियाँ हैं।,0.3218766
 'मबला पर्वत' किस देश में स्थित हैं?,"मबला पर्वत, चीन में स्थित हैं।","माबला पर्वत, जिसे मोंटी माबला के नाम से भी जाना जाता है, जिबूती के ओबॉक और ताजौरा क्षेत्रों में स्थित एक पर्वत श्रृंखला है। ये पहाड़, जो जिबूती में पाँचवाँ सबसे ऊँचा स्थान है, यहाँ स्थानिक जिबूती स्परफाउल और डे फ़ॉरेस्ट नेशनल पार्क पाए जाते हैं। यह उच्चभूमि क्षेत्र ताजौरा की खाड़ी के उत्तरी किनारे पर, तटीय मैदान के पीछे स्थित है जहाँ लाल सागर अदन की खाड़ी से मिलता है।",0.8213986
 सबसे पहले वृक्षारोपण कहां हुआ था?,"सबसे पहले वृक्षारोपण का प्रसार भारत में लगभग 2500 वर्ष पूर्व हुआ था, जब हिंदू धर्म के अनुयायी ने अपने घरों को पौधों से सजाने के लिए निर्णय लिया था।", सबसे पहले बागानों की शुरुआत 15वीं सदी में अफ्रीका के गिनी तट से दूर द्वीपों पर की गई थी। पुर्तगालियों ने गन्ना उत्पादन के लिए इस प्रणाली को यहीं से उत्तरी ब्राजील तक पहुंचाया।,0.96712595
 शनिवार वाड़ा के निर्माण की लागत कितनी थी?,"शनिवार वाड़ा भारत के दिल्ली राज्य के उत्तर प्रदेश के फरहानपुर जिले में स्थित एक ऐतिहासिक और सांस्कृतिक स्थल है। यह वाड़ा पारंपरिक बांगोला राज्य के राजा शहीर-उद-दौला के शासनकाल में 1846 में बनवासा के पास बनाया गया था। यह वाड़ा अपनी ऐतिहासिक और सांस्कृतिक महत्ता के लिए प्रसिद्ध है, और इसके न"," शनिवारवाड़ा का निर्माण 1732 में पूरा हुआ, जिसकी कुल लागत 16,110 रुपये थी, जो उस समय के हिसाब से बहुत बड़ी राशि थी।",0.93339735
 छत्रपति शाहू महाराज का शासनकाल कब शुरू हुआ और कब समाप्त हुआ?,छत्रपति शाहू महाराज का शासनकाल 1761 से 1775 तक चला।, छत्रपति शाहू महाराज का शासनकाल 12 जनवरी 1708 को शुरू हुआ और 15 दिसंबर 1749 को समाप्त हुआ।,0.8628595
 बहमनी सल्तनत की स्थापना किसने की?,"बहमनी सल्तनत एक पारंपरिक भारतीय राज्य था जो 1526 से 1756 तक existed था। इसे सुल्तान शाहउद्दीन दिन दिल्ली सल्तनत के नाम से भी जाना जाता है। इसे 1526 में पाकिस्तान के महाराजा दिल्ली सल्तनत ने स्थापित किया था, जिसे बाद में एक स्वतंत्र राज्य में बदल दिया गया।", बहमनी सल्तनत की स्थापना अलाउद्दीन बहमन शाह ने 1347 में की थी।,0.80597323
" किसने किससे कहा, ""गड़ आला पण सिन्हा गेला""?",इस प्रश्न का उत्तर है - अर्जुन (अर्थात भारतीय)।," ऐसा कहा जाता है कि जब शिवाजी को पता चला कि तानाजी मालुसरे के बलिदान से किला छीन लिया गया है तो उन्होंने अपनी गहरी नाराजगी यह कहकर व्यक्त की थी, ""गाड़ आला, पन सिंह गेला"" - ""हमने किला जीत लिया, लेकिन शेर खो दिया।""",0.84740835
 हेमाडपंती मंदिर की बाहरी दीवारों की विशेषताएँ क्या हैं?,"हेमाडपंती मंदिर, जो भारत के पुणे शहर में स्थित है, एक प्रमुख श्रद्धालु स्थल है। इसकी बाहरी दीवारें विशेष रूप से रत्नभूमि के गुणों और बौद्ध धर्म के प्रतीकों से सजाई गई हैं। इन दीवारों की कुछ प्रमुख विशेषताएं निम्नलिखित हैं:

1. **लाल और पीले रंग**: हेमाडपंती मंदिर की बाहरी दीवारें लाल और पीले र", हेमाडपंती मंदिर की बाहरी दीवारें अक्सर तारे के आकार की होती हैं। तारा मंदिर निर्माण में मंदिर की बाहरी दीवार को कई कोणों में विभाजित किया जाता है। इसलिए आप दीवारों पर छाया और उस पर बनी मूर्तियों का सुंदर प्रभाव देख सकते हैं। हेमाडपंती मंदिरों की एक महत्वपूर्ण विशेषता यह है कि दीवार के पत्थरों को बनाने में चूने का उपयोग नहीं किया जाता है। दीवार को घुमावदार खांचे और क्यूप्स के आधार पर बनाया गया है जो पत्थरों में कसकर फिट होते हैं।,0.9318392
'किताब-ए-नवरस' पुस्तक किसने लिखी?,"""किताब-ए-नवरस"" पुस्तक ने लेखक इमाम बिन हुसैन द्वारा लिखी है।", इब्राहीम आदिल शाह द्वितीय 'किताब-ए-नवरस' पुस्तक के लेखक थे।,0.9506516
 प्रथम मराठी समाचार पत्र 'दर्पण' के संपादक कौन थे?,"दर्पण, प्रथम मराठी समाचार पत्र हे 1875 मध्ये स्थापित झाले होते. ते श्रीमंत रामचंद्र वागने स्थापित केले होते.",पहले मराठी समाचार पत्र 'दर्पण' के संपादक बालशास्त्री जांभेकर को मराठी पत्रकारिता में पहले संपादक के रूप में जाना जाता है।,0.9355116
 भारत सरकार द्वारा 1950 में कौन सा बोर्ड स्थापित किया गया था जिसके अध्यक्ष प्रधानमंत्री पंडित जवाहरलाल नेहरू थे?,भारत सरकार द्वारा 1950 में स्थापित किया गया बोर्ड भारत राष्ट्रीय विद्यालय (एनआईए) था।, 1950 में भारत सरकार ने योजना बोर्ड की स्थापना की। प्रधानमंत्री पंडित जवाहरलाल नेहरू इस बोर्ड के अध्यक्ष थे।,0.75039774
 किस शासक ने राजनीति पर 'सभानीति' पुस्तक प्रकाशित की?,राजनीति पर 'सभानीति' पुस्तक का निर्माण ने राजा तुरंत किया।,"'सभानीति' पुस्तक छत्रपति प्रताप सिंह महाराज द्वारा प्रकाशित की गई थी। यह पुस्तक राजनीति, प्रशासन और सत्ता से संबंधित विचारों की दृष्टि से महत्वपूर्ण मानी जाती है।",0.91425043
 1905 में 'भारत सेवक समाज' की स्थापना किसने की?,"भारत सेवक समाज की स्थापना 1905 में लखनऊ में एक भारतीय स्वतंत्रता सेनानी ने की थी, जिसका नाम पंडित महात्मा गांधी था।", नामदार गोपाल कृष्ण गोखले ने 1905 में 'भारत सेवक समाज' की स्थापना की।,0.95097864
 सावरकर की आत्मकथा का नाम क्या था?,"सावरकर की आत्मकथा का नाम ""द गेट्स ऑफ़ हिन्दुस्तान"" (The Gates of India) थी।", सावरकर ने अंडमान के उन भयावह दिनों के अनुभवों को अपनी आत्मकथा 'माझी जन्मथेप' में लिखा है।,0.6398087
 अमलनेर मिल श्रमिक यूनियन के अध्यक्ष कौन थे?,मेरे पास इस जानकारी के बारे में कोई विशिष्ट तथ्य नहीं हैं।, साने गुरुजी अमलनेर में मिल मजदूर यूनियन के अध्यक्ष थे।,0.9199308
 राजकोट में रेड क्रॉस सोसाइटी की स्थापना किसने की?,राजकोट में रेड क्रॉस सोसाइटी की स्थापना 1881 में की गई थी।, रख्माबाई जनार्दन सावे ने राजकोट में रेड क्रॉस सोसाइटी की स्थापना की।,0.9515428
 AITUC के प्रथम अधिवेशन की अध्यक्षता किसने की?,अमेरिकी संसद के प्रथम अधिवेशन की अध्यक्षता ग्रेट ट्रूड्स ने की थी।, AITUC की स्थापना भारत के सभी मज़दूरों को राष्ट्रीय स्तर पर एकजुट करने के लिए की गई थी। लाला लाजपत राय इसके पहले अधिवेशन के अध्यक्ष थे।,0.75229496
 भारत की अनंतिम सरकार का प्रमुख कौन था?,भारत की अनंतिम सरकार पट्टी गल्फी राजा (1858 - 1859) था।,स्वतंत्र भारत की अनंतिम सरकार में राज्य प्रमुख के रूप में सुभाष चंद्र बोस की अध्यक्षता में एक मंत्रिमंडल शामिल था।,0.78962743
 भारत और पाकिस्तान नामक दो स्वतंत्र राष्ट्र बनाने की योजना किसने तैयार की?,"भारत और पाकिस्तान के बीच स्वतंत्रता संग्राम की कहानी एक जटिल और विवादास्पद परियोजना है, जिसमें कई लोगों ने योगदान दिया है। यहाँ कुछ प्रमुख लोगों के नाम दिए गए हैं जिन्होंने भारत और पाकिस्तान के बीच स्वतंत्रता संग्राम में योगदान दिया है:

भारत:

*   बाबा साहेब अम्बेडकर: उन्होंने भारतीय स्वतंत्रता संग", लॉर्ड माउंटबेटन ने भारत और पाकिस्तान को दो स्वतंत्र राष्ट्र बनाने की योजना तैयार की।,0.85906416
 मई 1960 को किस राज्य का गठन हुआ?,मई 1960 को अल असी थम की स्वतंत्रता प्राप्त हुई, महाराष्ट्र,0.78175664
 पुणे में कौन सा गांधी स्मारक संग्रहालय गांधीजी के इतिहास के बारे में जानकारी प्रदान करता है?,"पुणे में गांधी स्मारक संग्रहालय (Ganesh Chaturthi Museum) मुंबई का एक प्रमुख सांस्कृतिक स्थल है, जो महात्मा गांधी के जीवन और उनके सिद्धांतों के बारे में जानकारी प्रदान करता है। यह संग्रहालय महात्मा गांधी के जीवनकाल में उनके विचारों और कार्यों के बारे में विस्तार से बताता है।

संग्रहालय का निर्माण 1955"," पुणे के आगा खान पैलेस में हम महात्मा गांधी के जीवन के बारे में जानकारी देने वाली विभिन्न वस्तुएं, दस्तावेज देख सकते हैं।",0.63658184
 1453 ई. में ओटोमन तुर्कों ने किस शहर पर विजय प्राप्त की थी?,1453 ई. में ओटोमन तुर्कों ने कुर्दियाई शहर कुरदा पर विजय प्राप्त की थी।, कांस्टेंटिनोपल (आधुनिक इस्तांबुल) शहर पर 1453 में ओटोमन तुर्कों ने विजय प्राप्त की थी।,0.92499816
 अंग्रेजों के अवैध व्यापार पर अंकुश लगाने का प्रयास किसने किया?,अंग्रेजों के अवैध व्यापार पर अंकुश लगाने का प्रयास सिरिल ब्रिटिश ने किया था।, मीर जाफ़र अंग्रेजों के समर्थन से बंगाल का नवाब बना लेकिन बाद में उसने अंग्रेजों के खिलाफ़ विरोध करना शुरू कर दिया और इसलिए उसके दामाद मीर कासिम को नवाब बना दिया गया। मीर कासिम ने अंग्रेजों के अवैध व्यापार पर प्रतिबंध लगाने की कोशिश की और इसलिए एक बार फिर मीर जाफ़र को बंगाल का नवाब बना दिया गया।,0.9092359
1802 में किस पेशवा ने अंग्रेजों के साथ सैन्य समझौते पर हस्ताक्षर किए?,1802 में अंग्रेजों के साथ सैन्य समझौते पर हस्ताक्षर किए गए पेशवा मुगल सम्राट अकबर थे।, बाजी राव द्वितीय ने 31 दिसंबर 1802 को बेसीन की संधि पर हस्ताक्षर किये।,0.91257614
जमशेदजी टाटा ने टाटा आयरन एंड स्टील कंपनी का इस्पात विनिर्माण संयंत्र किस स्थान पर स्थापित किया?,"मुंबई, भारत में", टाटा आयरन एंड स्टील कंपनी (टिस्को) की स्थापना जमशेदजी टाटा ने की थी और इसकी स्थापना दोराबजी टाटा ने जमशेदपुर में की थी।,0.57636917
 गीतारहस्य पुस्तक किस लेखक ने लिखी?,गीतारहस्य पुस्तक लेखक वी. के. रामाजेनी ने लिखी।," लोकमान्य बालगंगाधर तिलक ने मंडाले की जेल में श्रीमद्भगवद्गीता रहस्य की रचना की - जो भगवद्गीता में कर्म योग का विश्लेषण है, जिसे वेदों और उपनिषदों की देन माना जाता है।",0.88670695
 रवींद्रनाथ टैगोर ने जलियांवाला बाग हत्याकांड के विरोध में सरकार द्वारा दी गई कौन सी उपाधि को त्याग दिया?,रवींद्रनाथ टैगोर को जलियांवाला बाग हत्याकांड के विरोध में सरकार द्वारा दी गई उपाधि से विद्रोह करने पर 10 सितंबर 1919 को बंगाल के बकुलिस्तान में बंगाल विद्रोहियों ने उन्हें खत्म कर दिया गया।, रवींद्रनाथ टैगोर को 1915 में किंग जॉर्ज पंचम द्वारा साहित्य में सेवाओं के लिए नाइटहुड की उपाधि से सम्मानित किया गया था। 1919 के जलियांवाला बाग हत्याकांड के बाद टैगोर ने नाइटहुड की अपनी उपाधि त्याग दी थी।,0.95171237
"किस भोसले राष्ट्रपति ने अंग्रेजों के साथ ""नागपुर की संधि"" पर हस्ताक्षर किए?","राष्ट्रपति वाली राजगुरू ने अंग्रेजों के साथ ""नागपुर की संधि"" पर हस्ताक्षर किए थे, जो 1818 में ब्रिटिश सरकार के साथ नागपुर के अधिकार के बारे में हुआ था।", नागपुर की संधि 1816 में भोसले के राष्ट्रपति अप्पा साहेब और ब्रिटिश गवर्नर-जनरल लॉर्ड हेस्टिंग्स के बीच हुई थी।,0.9477841
" किस वर्ष जनरल वेलेस्ली ने अहमदनगर किले पर कब्जा कर लिया, जिससे इस क्षेत्र में ब्रिटिश शक्ति को बढ़ावा मिला?",मैं इस प्रश्न का उत्तर देने में असमर्थ हूँ।,"1803 में जनरल वेलेस्ली ने अहमदनगर किले पर कब्जा कर लिया, जिससे इस क्षेत्र में ब्रिटिश शक्ति बढ़ गयी।",0.679182
